ticker,review_label,rank_sn,comp_sn,issue,recommended_remediation
SPOT,LONG,34,2.34211,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
LUV,LONG,35,2.2764,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
HDB,LONG,36,2.25042,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
SMERY,LONG,38,2.2162,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
GDDY,LONG,39,2.2114,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
DDOG,LONG,40,2.19069,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
BUD,LONG,41,2.18719,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
CNC,LONG,43,2.16153,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
PLTR,LONG,44,2.15111,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
GEV,LONG,45,2.10737,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
GNRC,LONG,46,2.01506,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
NEM,LONG,48,1.88972,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
GWW,LONG,49,1.86419,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
ODFL,LONG,50,1.85187,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
EXPD,LONG,51,1.82756,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
AVY,LONG,52,1.80311,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
ALGN,LONG,53,1.79308,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
FANG,LONG,54,1.78822,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
HAS,LONG,55,1.78181,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
RMD,LONG,56,1.7748,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
RIO,LONG,57,1.75263,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
URI,LONG,59,1.7211,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
SCCO,LONG,60,1.68484,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
JBHT,LONG,61,1.67935,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
HAL,LONG,62,1.67101,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
INCY,LONG,63,1.64809,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
TER,LONG,64,1.6419,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
IT,LONG,65,1.58006,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
SNA,LONG,66,1.56452,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
DVN,LONG,67,1.56259,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
NBIS,LONG,68,1.55644,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
GRMN,LONG,69,1.53575,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
EW,LONG,70,1.52035,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
ECL,LONG,71,1.48229,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
FTNT,LONG,75,1.41213,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
HLT,LONG,76,1.40595,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
DAL,LONG,78,1.33871,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
IDXX,LONG,81,1.32521,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
MCK,LONG,82,1.28008,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
HTHIY,LONG,83,1.26844,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
HST,LONG,85,1.19934,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
PKG,LONG,86,1.18461,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
HOOD,LONG,87,1.17613,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
XYZ,LONG,89,1.123,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
CCI,LONG,90,1.11982,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
GEN,LONG,91,1.10495,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
CAG,LONG,92,1.09801,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
CAH,LONG,93,1.0796,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
CTAS,LONG,95,1.07829,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
MNST,LONG,96,1.07714,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
SONY,HOLD,98,1.04843,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
RCL,HOLD,99,1.01085,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
NWS,HOLD,100,1.00118,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
NWSA,HOLD,101,1.00118,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
OTIS,HOLD,102,0.99522,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
MELI,HOLD,103,0.97117,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
LH,HOLD,104,0.95975,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
B,HOLD,106,0.95064,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
JKHY,HOLD,108,0.93479,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
PSA,HOLD,110,0.87916,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
KEYS,HOLD,111,0.86443,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
DOW,HOLD,112,0.86188,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
GLW,HOLD,116,0.78916,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
ROL,HOLD,117,0.78024,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
LYG,HOLD,118,0.77403,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
ALL,HOLD,119,0.768,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
NOK,HOLD,120,0.76266,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
CMCSA,HOLD,121,0.76046,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
SMFG,HOLD,122,0.73781,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
FIX,HOLD,123,0.72927,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
NET,HOLD,125,0.71673,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
DB,HOLD,126,0.70639,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
MCHP,HOLD,127,0.70628,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
TECH,HOLD,128,0.70148,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
ESS,HOLD,130,0.6716,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
BIIB,HOLD,131,0.67117,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
DASH,HOLD,132,0.65554,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
RSG,HOLD,133,0.64805,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
FCX,HOLD,134,0.64124,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
ON,HOLD,136,0.62007,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
CYATY,HOLD,137,0.59542,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
BTI,HOLD,138,0.59107,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
NDSN,HOLD,140,0.57255,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
CHTR,HOLD,141,0.52324,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
KMI,HOLD,142,0.52286,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
DHI,HOLD,143,0.50332,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
MUFG,HOLD,145,0.46549,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
TMUS,HOLD,146,0.46042,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
PODD,HOLD,148,0.41778,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
NDAQ,HOLD,150,0.4057,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
ALAB,HOLD,151,0.39412,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
AOS,HOLD,154,0.37832,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
BR,HOLD,156,0.3732,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
STM,HOLD,157,0.36414,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
NVS,HOLD,158,0.36387,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
MSCI,HOLD,159,0.36177,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
DLR,HOLD,160,0.35838,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
TEL,HOLD,161,0.35039,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
PCAR,HOLD,162,0.3394,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
CSX,HOLD,163,0.33917,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
EL,HOLD,165,0.31463,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
EPD,HOLD,167,0.28314,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
CPT,HOLD,170,0.2613,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
PGR,HOLD,171,0.2588,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
BDX,HOLD,172,0.25626,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
DECK,HOLD,173,0.25538,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
CSGP,HOLD,174,0.25375,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
CINF,HOLD,175,0.25123,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
EQNR,HOLD,176,0.23065,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
AIZ,HOLD,178,0.19978,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
AMT,HOLD,179,0.19904,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
AKAM,HOLD,180,0.18531,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
STE,HOLD,181,0.17944,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
AME,HOLD,182,0.17128,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
IQV,HOLD,183,0.16454,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
ARES,HOLD,184,0.16278,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
CNQ,HOLD,186,0.15835,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
KMB,HOLD,188,0.14158,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
COIN,HOLD,189,0.13755,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
HSY,HOLD,190,0.12628,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
ACGL,HOLD,191,0.12251,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
COF,HOLD,192,0.10842,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
STZ,HOLD,193,0.10459,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
AVB,HOLD,194,0.10174,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
FTV,HOLD,195,0.09848,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
ITUB,HOLD,198,0.07714,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
MGM,HOLD,199,0.0707,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
WBD,HOLD,200,0.05221,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
HUM,HOLD,201,0.04867,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
SPG,HOLD,202,0.04166,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
